"","date","team1","team2","map","event"
"258","14/10/19","FaZe (16)","BIG (4)","inf
                      Inferno","ECS Season 8 Europe Week 3"
"259","14/10/19","Heretics (4)","NiP (16)","inf
                      Inferno","ECS Season 8 Europe Week 3"
"260","14/10/19","Heretics (4)","NiP (16)","d2
                      Dust2","ECS Season 8 Europe Week 3"
"261","14/10/19","Heretics (16)","NiP (10)","nuke
                      Nuke","ECS Season 8 Europe Week 3"
"262","14/10/19","SKADE (8)","HAVU (16)","trn
                      Train","SECTOR: MOSTBET"
"263","14/10/19","SKADE (10)","HAVU (16)","nuke
                      Nuke","SECTOR: MOSTBET"
"264","14/10/19","HAVU (8)","SKADE (16)","inf
                      Inferno","SECTOR: MOSTBET"
"265","14/10/19","Aristocracy (12)","Astralis (16)","nuke
                      Nuke","ESL Pro League Season 10 Europe"
"266","14/10/19","Astralis (16)","Aristocracy (9)","vtg
                      Vertigo","ESL Pro League Season 10 Europe"
"267","14/10/19","mousesports (9)","m1x (16)","inf
                      Inferno","ECS Season 8 Europe Week 3"
"268","14/10/19","mousesports (16)","m1x (5)","nuke
                      Nuke","ECS Season 8 Europe Week 3"
"269","14/10/19","m1x (19)","mousesports (15)","d2
                      Dust2","ECS Season 8 Europe Week 3"
"270","14/10/19","Tricked (16)","Virtus.pro (9)","trn
                      Train","ECS Season 8 Europe Week 3"
"271","14/10/19","Tricked (16)","Virtus.pro (7)","ovp
                      Overpass","ECS Season 8 Europe Week 3"
"272","14/10/19","CR4ZY (16)","Japaleno (8)","d2
                      Dust2","ESEA MDL Season 32 Europe"
"273","14/10/19","TYLOO (22)","Invictus (18)","trn
                      Train","ESL Pro League Season 10 Asia-Pacific"
"274","14/10/19","Invictus (9)","TYLOO (16)","d2
                      Dust2","ESL Pro League Season 10 Asia-Pacific"
"275","14/10/19","TYLOO (6)","Invictus (16)","mrg
                      Mirage","ESL Pro League Season 10 Asia-Pacific"
"276","14/10/19","Unique (7)","Nemiga (16)","mrg
                      Mirage","SECTOR: MOSTBET"
"277","14/10/19","Unique (16)","Nemiga (8)","vtg
                      Vertigo","SECTOR: MOSTBET"
"278","14/10/19","Nemiga (16)","Unique (11)","nuke
                      Nuke","SECTOR: MOSTBET"
"279","14/10/19","Winstrike (22)","Natus Vincere Junior (20)","mrg
                      Mirage","WePlay! Forge of Masters Season 2"
"280","14/10/19","Natus Vincere Junior (8)","Winstrike (16)","nuke
                      Nuke","WePlay! Forge of Masters Season 2"
"281","14/10/19","madlikewizards (16)","MC (14)","inf
                      Inferno","ESEA MDL Season 32 Australia"
"282","14/10/19","ViCi (16)","MVP PK (9)","mrg
                      Mirage","ESL Pro League Season 10 Asia-Pacific"
"283","14/10/19","Dippers (16)","Buckets (8)","mrg
                      Mirage","ESEA MDL Season 32 Australia"
"284","14/10/19","Complexity (16)","eUnited (10)","inf
                      Inferno","ESL Pro League Season 10 Americas"
"285","14/10/19","eUnited (9)","Complexity (16)","d2
                      Dust2","ESL Pro League Season 10 Americas"
"286","14/10/19","Complexity (10)","eUnited (16)","ovp
                      Overpass","ESL Pro League Season 10 Americas"
"287","14/10/19","Cloud9 (13)","Evil Geniuses (16)","trn
                      Train","ESL Pro League Season 10 Americas"
"288","14/10/19","Evil Geniuses (16)","Cloud9 (10)","inf
                      Inferno","ESL Pro League Season 10 Americas"
"289","13/10/19","Sinisters (16)","Quad (10)","d2
                      Dust2","La Liga Pro Trust 2019 - Clausura"
"290","13/10/19","Quad (16)","Sinisters (14)","inf
                      Inferno","La Liga Pro Trust 2019 - Clausura"
"291","13/10/19","Sinisters (16)","Quad (13)","trn
                      Train","La Liga Pro Trust 2019 - Clausura"
"292","13/10/19","Sprout (14)","Heroic (16)","ovp
                      Overpass","ESL Pro League Season 10 Europe"
"293","13/10/19","Heroic (16)","Sprout (8)","inf
                      Inferno","ESL Pro League Season 10 Europe"
"294","13/10/19","Heroic (4)","Sprout (16)","d2
                      Dust2","ESL Pro League Season 10 Europe"
"295","13/10/19","Ben's Anime Team (5)","INTZ (16)","mrg
                      Mirage","DreamHack Open Atlanta 2019 Closed Qualifier"
"296","13/10/19","INTZ (19)","Ben's Anime Team (17)","nuke
                      Nuke","DreamHack Open Atlanta 2019 Closed Qualifier"
"297","13/10/19","Riot Squad (10)","The Quest (16)","vtg
                      Vertigo","DreamHack Open Atlanta 2019 Closed Qualifier"
"298","13/10/19","The Quest (16)","Riot Squad (13)","d2
                      Dust2","DreamHack Open Atlanta 2019 Closed Qualifier"
"299","13/10/19","Hawks (16)","Furious (9)","ovp
                      Overpass","La Liga Pro Trust 2019 - Clausura"
"300","13/10/19","Furious (10)","Hawks (16)","trn
                      Train","La Liga Pro Trust 2019 - Clausura"
"301","13/10/19","Syman (16)","OG GANG SQUAD	 (8)","inf
                      Inferno","WESG 2019 Kazakhstan Qualifier"
"302","13/10/19","Syman (16)","OG GANG SQUAD	 (7)","mrg
                      Mirage","WESG 2019 Kazakhstan Qualifier"
"303","13/10/19","Fylkir (13)","DUSTY (16)","inf
                      Inferno","Kubburinn 2019"
"304","13/10/19","Fylkir (9)","DUSTY (16)","mrg
                      Mirage","Kubburinn 2019"
"305","13/10/19","OFFSET (16)","eXploit (10)","nuke
                      Nuke","LPCS League Cup Finals 2019"
"306","13/10/19","OFFSET (16)","eXploit (5)","d2
                      Dust2","LPCS League Cup Finals 2019"
"307","13/10/19","NiP (16)","Vitality (7)","d2
                      Dust2","ESL Pro League Season 10 Europe"
"308","13/10/19","Vitality (6)","NiP (16)","ovp
                      Overpass","ESL Pro League Season 10 Europe"
"309","13/10/19","eUnited (11)","INTZ (16)","d2
                      Dust2","DreamHack Open Atlanta 2019 Closed Qualifier"
"310","13/10/19","INTZ (8)","eUnited (16)","ovp
                      Overpass","DreamHack Open Atlanta 2019 Closed Qualifier"
"311","13/10/19","eUnited (13)","INTZ (16)","mrg
                      Mirage","DreamHack Open Atlanta 2019 Closed Qualifier"
"312","13/10/19","Ben's Anime Team (16)","Sharks (9)","nuke
                      Nuke","DreamHack Open Atlanta 2019 Closed Qualifier"
"313","13/10/19","Sharks (4)","Ben's Anime Team (16)","inf
                      Inferno","DreamHack Open Atlanta 2019 Closed Qualifier"
"314","13/10/19","The Quest (16)","Complexity (14)","mrg
                      Mirage","DreamHack Open Atlanta 2019 Closed Qualifier"
"315","13/10/19","Complexity (14)","The Quest (16)","ovp
                      Overpass","DreamHack Open Atlanta 2019 Closed Qualifier"
"316","13/10/19","Riot Squad (16)","ATK (7)","ovp
                      Overpass","DreamHack Open Atlanta 2019 Closed Qualifier"
"317","13/10/19","ATK (10)","Riot Squad (16)","nuke
                      Nuke","DreamHack Open Atlanta 2019 Closed Qualifier"
"318","13/10/19","Illuminar (8)","Heretics (16)","inf
                      Inferno","WePlay! Forge of Masters Season 2"
"319","13/10/19","Heretics (16)","Illuminar (12)","trn
                      Train","WePlay! Forge of Masters Season 2"
"320","13/10/19","Se7en (14)","Syman (16)","inf
                      Inferno","WESG 2019 Kazakhstan Qualifier"
"321","13/10/19","Se7en (19)","Syman (22)","mrg
                      Mirage","WESG 2019 Kazakhstan Qualifier"
"322","13/10/19","Winstrike (16)","OG GANG SQUAD	 (6)","nuke
                      Nuke","WESG 2019 Kazakhstan Qualifier"
"323","13/10/19","OG GANG SQUAD	 (11)","Winstrike (16)","trn
                      Train","WESG 2019 Kazakhstan Qualifier"
"324","13/10/19","eXploit (16)","GTZ Bulls (11)","nuke
                      Nuke","LPCS League Cup Finals 2019"
"325","13/10/19","GTZ Bulls (10)","eXploit (16)","inf
                      Inferno","LPCS League Cup Finals 2019"
"326","13/10/19","eXploit (8)","GTZ Bulls (16)","vtg
                      Vertigo","LPCS League Cup Finals 2019"
"327","13/10/19","Illuminar (16)","Virtus.pro (5)","nuke
                      Nuke","WePlay! Forge of Masters Season 2"
"328","13/10/19","Illuminar (11)","Virtus.pro (16)","trn
                      Train","WePlay! Forge of Masters Season 2"
"329","13/10/19","Virtus.pro (13)","Illuminar (16)","vtg
                      Vertigo","WePlay! Forge of Masters Season 2"
"330","13/10/19","Fierce (14)","BuzzKill (16)","inf
                      Inferno","epic28"
"331","13/10/19","Fierce (5)","BuzzKill (16)","trn
                      Train","epic28"
"332","13/10/19","BuzzKill (11)","Fierce (16)","vtg
                      Vertigo","epic28"
"333","13/10/19","Paradox (14)","really weird (16)","mrg
                      Mirage","ESL Pro League Season 10 Asia-Pacific"
"334","13/10/19","really weird (12)","Paradox (16)","inf
                      Inferno","ESL Pro League Season 10 Asia-Pacific"
"335","13/10/19","Paradox (12)","really weird (16)","ovp
                      Overpass","ESL Pro League Season 10 Asia-Pacific"
"336","13/10/19","OFFSET (16)","HD (11)","nuke
                      Nuke","LPCS League Cup Finals 2019"
"337","13/10/19","HD (8)","OFFSET (16)","trn
                      Train","LPCS League Cup Finals 2019"
"338","13/10/19","OG GANG SQUAD	 (16)","Syman (13)","d2
                      Dust2","WESG 2019 Kazakhstan Qualifier"
"339","13/10/19","Syman (16)","OG GANG SQUAD	 (12)","mrg
                      Mirage","WESG 2019 Kazakhstan Qualifier"
"340","13/10/19","Syman (12)","OG GANG SQUAD	 (16)","trn
                      Train","WESG 2019 Kazakhstan Qualifier"
"341","13/10/19","Se7en (16)","Winstrike (19)","nuke
                      Nuke","WESG 2019 Kazakhstan Qualifier"
"342","13/10/19","Winstrike (14)","Se7en (16)","ovp
                      Overpass","WESG 2019 Kazakhstan Qualifier"
"343","13/10/19","Winstrike (16)","Se7en (4)","d2
                      Dust2","WESG 2019 Kazakhstan Qualifier"
"344","13/10/19","Invictus (16)","OneThree (8)","trn
                      Train","eXTREMESLAND 2019 China Closed Qualifier"
"345","13/10/19","OneThree (9)","Invictus (16)","nuke
                      Nuke","eXTREMESLAND 2019 China Closed Qualifier"
"346","13/10/19","The Last Resort (3)","BuzzKill (16)","inf
                      Inferno","epic28"
"347","13/10/19","BuzzKill (16)","The Last Resort (5)","vtg
                      Vertigo","epic28"
"348","13/10/19","ORDER (16)","Chiefs (13)","d2
                      Dust2","ESL Pro League Season 10 Asia-Pacific"
"349","13/10/19","ORDER (12)","Chiefs (16)","nuke
                      Nuke","ESL Pro League Season 10 Asia-Pacific"
"350","13/10/19","ORDER (16)","Chiefs (7)","vtg
                      Vertigo","ESL Pro League Season 10 Asia-Pacific"
"351","13/10/19","ViCi (5)","EHOME (16)","ovp
                      Overpass","eXTREMESLAND 2019 China Closed Qualifier"
"352","13/10/19","ViCi (17)","EHOME (19)","inf
                      Inferno","eXTREMESLAND 2019 China Closed Qualifier"
"353","13/10/19","Cloud9 (12)","eUnited (16)","ovp
                      Overpass","ESL Pro League Season 10 Americas"
"354","13/10/19","eUnited (16)","Cloud9 (10)","mrg
                      Mirage","ESL Pro League Season 10 Americas"
"355","13/10/19","Cloud9 (16)","eUnited (7)","nuke
                      Nuke","ESL Pro League Season 10 Americas"
"356","13/10/19","Ascent (10)","Riot Squad (16)","nuke
                      Nuke","DreamHack Open Atlanta 2019 Open Qualifier"
"357","13/10/19","The Quest (16)","Gorilla Gang (7)","ovp
                      Overpass","DreamHack Open Atlanta 2019 Open Qualifier"
"358","13/10/19","Evil Geniuses (16)","Complexity (11)","d2
                      Dust2","ESL Pro League Season 10 Americas"
"359","13/10/19","Complexity (16)","Evil Geniuses (10)","nuke
                      Nuke","ESL Pro League Season 10 Americas"
"360","13/10/19","Evil Geniuses (16)","Complexity (7)","mrg
                      Mirage","ESL Pro League Season 10 Americas"
"361","13/10/19","Ben's Anime Team (16)","Divine (7)","trn
                      Train","DreamHack Open Atlanta 2019 Open Qualifier"
"362","12/10/19","Infinity (12)","INTZ (16)","ovp
                      Overpass","DreamHack Open Atlanta 2019 Open Qualifier"
"363","12/10/19","Vitality (16)","Heroic (13)","nuke
                      Nuke","ESL Pro League Season 10 Europe"
"364","12/10/19","Heroic (13)","Vitality (16)","d2
                      Dust2","ESL Pro League Season 10 Europe"
"365","12/10/19","Vitality (14)","Heroic (16)","trn
                      Train","ESL Pro League Season 10 Europe"
"366","12/10/19","Peak (8)","The Last Resort (16)","vtg
                      Vertigo","epic28"
"367","12/10/19","The Last Resort (16)","Peak (11)","nuke
                      Nuke","epic28"
"368","12/10/19","Heretics (20)","SMASH (22)","nuke
                      Nuke","WePlay! Forge of Masters Season 2"
"369","12/10/19","SMASH (9)","Heretics (16)","d2
                      Dust2","WePlay! Forge of Masters Season 2"
"370","12/10/19","Heretics (7)","SMASH (16)","ovp
                      Overpass","WePlay! Forge of Masters Season 2"
"371","12/10/19","Sprout (14)","NiP (16)","inf
                      Inferno","ESL Pro League Season 10 Europe"
"372","12/10/19","Sprout (16)","NiP (4)","nuke
                      Nuke","ESL Pro League Season 10 Europe"
"373","12/10/19","NiP (16)","Sprout (13)","mrg
                      Mirage","ESL Pro League Season 10 Europe"
"374","12/10/19","BuzzKill (12)","Fierce (16)","nuke
                      Nuke","epic28"
"375","12/10/19","Fierce (22)","BuzzKill (20)","mrg
                      Mirage","epic28"
"376","12/10/19","PACT (16)","Demise (6)","inf
                      Inferno","ESEA MDL Season 32 Europe"
"377","12/10/19","Winstrike (5)","Syman (16)","vtg
                      Vertigo","WePlay! Forge of Masters Season 2"
"378","12/10/19","Syman (16)","Winstrike (11)","ovp
                      Overpass","WePlay! Forge of Masters Season 2"
"379","12/10/19","SMASH (16)","HAVU (2)","ovp
                      Overpass","LOOT.BET Season 4"
"380","12/10/19","HAVU (7)","SMASH (16)","nuke
                      Nuke","LOOT.BET Season 4"
"381","12/10/19","Thirteen (3)","Invictus (16)","d2
                      Dust2","eXTREMESLAND 2019 China Closed Qualifier"
"382","12/10/19","Thirteen (6)","Invictus (16)","trn
                      Train","eXTREMESLAND 2019 China Closed Qualifier"
"383","12/10/19","Invictus (13)","Thirteen (16)","vtg
                      Vertigo","eXTREMESLAND 2019 China Closed Qualifier"
"384","12/10/19","Natus Vincere Junior (19)","HellRaisers (17)","trn
                      Train","WePlay! Forge of Masters Season 2"
"385","12/10/19","Natus Vincere Junior (9)","HellRaisers (16)","inf
                      Inferno","WePlay! Forge of Masters Season 2"
"386","12/10/19","Natus Vincere Junior (16)","HellRaisers (7)","d2
                      Dust2","WePlay! Forge of Masters Season 2"
"387","12/10/19","OneThree (16)","Rstar (4)","ovp
                      Overpass","eXTREMESLAND 2019 China Closed Qualifier"
"388","12/10/19","OneThree (16)","Rstar (3)","inf
                      Inferno","eXTREMESLAND 2019 China Closed Qualifier"
"389","12/10/19","Aristocracy (12)","HAVU (16)","nuke
                      Nuke","LOOT.BET Season 4"
